moviename,openingdate,sales,attendance,screen,playcount,distributor,distributor_label,director,genre,genre_label,actor,filmrank,filmrank_label,openingmonth
항거:유관순 이야기,2019-02-27,9291455101,1157949,1094,46159,major_domestic,0,1157949,drama,4,3,PG 12,1,2
롱 리브 더 킹: 목포 영웅,2019-06-19,9228798910,1094404,965,38839,etc_distributor,2,1094404,action,2,3,PG 15,0,6
심야의 F.M.,2010-10-14,9179170500,1208306,423,50423,major_domestic,0,1208306,thriller,11,4,X_rated,3,10
찌라시: 위험한 소문,2014-02-20,9111748087,1221427,560,37426,major_domestic,0,2450084,drama,4,3,PG 15,0,2
"당신, 거기 있어줄래요",2016-12-14,8999085248,1124815,767,39181,major_domestic,0,1168829,fantasy,3,3,PG 12,1,12
장사리 : 잊혀진 영웅들,2019-09-25,8997921050,1140876,1090,47821,major_abroad,1,1917958,etc,1,3,PG 12,1,9
빅매치,2014-11-27,8952096578,1177438,627,38527,major_domestic,0,1177438,action,2,3,PG 15,0,11
간신,2015-05-21,8946842910,1110246,697,40580,major_domestic,0,1590719,drama,4,3,X_rated,3,5
슬로우 비디오,2014-10-02,8913092219,1169562,618,40665,etc_distributor,2,1262896,drama,4,2,PG 12,1,10
동주,2016-02-17,8889077089,1172641,543,39958,etc_distributor,2,1424759,drama,4,3,PG 12,1,2
미씽: 사라진 여자,2016-11-30,8881616256,1153109,790,40617,etc_distributor,2,2152990,mystery,9,2,PG 15,0,11
"날, 보러와요",2016-04-07,8836144063,1063442,683,49237,etc_distributor,2,1146205,mystery,9,3,X_rated,3,4
돈의 맛,2012-05-17,8780178611,1166018,643,36922,major_domestic,0,1166018,drama,4,3,X_rated,3,5
장수상회,2015-04-09,8737364643,1165780,688,52928,major_domestic,0,861204,drama,4,3,PG 12,1,4
성난 변호사,2015-10-08,8723650039,1128288,607,36990,major_domestic,0,925955,crime,5,3,PG 15,0,10
천문: 하늘에 묻는다,2019-12-26,8695248070,1035024,929,43246,major_domestic,0,3317126,etc,1,2,PG 12,1,12
육혈포 강도단,2010-03-18,8651186000,1214237,319,51941,major_domestic,0,1368505,crime,5,3,PG 15,0,3
R2B: 리턴투베이스,2012-08-15,8602921371,1201944,539,32881,major_domestic,0,1201944,action,2,3,PG 15,0,8
깡철이,2013-10-02,8572344462,1209363,707,43102,major_domestic,0,1209363,etc,1,2,PG 15,0,10
용서는 없다,2010-01-07,8544828000,1118277,323,33614,etc_distributor,2,1182231,crime,5,6,X_rated,3,1
더 웹툰: 예고살인,2013-06-27,8537683070,1201457,541,35931,major_domestic,0,1201457,fear,12,2,PG 15,0,6
결혼전야,2013-11-21,8434175719,1212843,524,38819,etc_distributor,2,1168829,romance,10,3,PG 15,0,11
회사원,2012-10-11,8321175000,1110523,549,41275,major_domestic,0,1110523,action,2,2,X_rated,3,10
고령화 가족,2013-05-09,8169492153,1141222,583,37524,major_domestic,0,1343677,drama,4,3,PG 15,0,5
그놈이다,2015-10-28,8096427152,1046015,681,38678,etc_distributor,2,1046015,thriller,11,3,PG 15,0,10
특수본,2011-11-24,8096052500,1118258,471,40881,major_domestic,0,1118258,action,2,3,PG 15,0,11
베스트셀러,2010-04-15,7983184500,1081752,308,41064,etc_distributor,2,1035829,mystery,9,1,PG 15,0,4
수상한 고객들,2011-04-14,7953428000,1059350,411,33930,major_domestic,0,1059350,comedy,0,1,PG 15,0,4
김종욱 찾기,2010-12-08,7894328000,1081748,427,31167,major_domestic,0,1309893,romance,10,2,PG 12,1,12
나랏말싸미,2019-07-24,7871240823,958775,1211,39206,etc_distributor,2,958775,drama,4,3,G_rated,2,7
결백,2020-06-10,7859629340,894025,1112,74532,etc_distributor,2,894025,drama,4,3,PG 15,0,6
방황하는 칼날,2014-04-10,7828891800,989906,594,38850,major_domestic,0,1035829,thriller,11,2,X_rated,3,4
"고산자, 대동여지도",2016-09-07,7801007258,974262,765,38048,major_domestic,0,1989220,drama,4,2,G_rated,2,9
파괴된 사나이,2010-07-01,7692092100,1012310,363,31985,etc_distributor,2,2977866,thriller,11,3,X_rated,3,7
오직 그대만,2011-10-20,7591008500,1027622,435,35365,major_domestic,0,1027622,romance,10,2,PG 15,0,10
불한당: 나쁜 놈들의 세상,2017-05-17,7587004625,939535,860,37913,major_domestic,0,1363183,crime,5,2,X_rated,3,5
심장이 뛴다,2011-01-05,7538083500,1006947,445,26778,major_domestic,0,1006947,etc,1,3,PG 15,0,1
"님아, 그 강을 건너지 마오",2014-11-27,7510901600,955433,486,26199,etc_distributor,2,955433,etc,1,2,G_rated,2,11
염력,2018-01-31,7484644112,990104,1099,45623,major_domestic,0,5455944,comedy,0,2,PG 15,0,1
허삼관,2015-01-14,7408943569,955679,621,27645,major_domestic,0,612913,drama,4,2,PG 12,1,1
미쓰 와이프,2015-08-13,7387086869,988451,437,28864,etc_distributor,2,1368505,comedy,0,2,PG 15,0,8
시체가 돌아왔다,2012-03-29,7360631000,986923,435,36705,major_domestic,0,986923,crime,5,3,PG 15,0,3
우리는 형제입니다,2014-10-23,7263255399,970373,566,41638,major_domestic,0,628336,comedy,0,3,PG 12,1,10
가문의 영광5 - 가문의 귀환,2012-12-19,7245056500,1012223,447,22573,major_domestic,0,686134,comedy,0,3,PG 15,0,12
원더풀 라디오,2012-01-05,7193596000,977470,474,29167,major_domestic,0,879493,drama,4,2,PG 15,0,1
방가? 방가!,2010-09-30,7013842000,972431,312,41556,etc_distributor,2,1225293,comedy,0,3,PG 12,1,9
인랑,2018-07-25,7006622673,898945,1085,25427,major_abroad,1,898945,thriller,11,3,PG 15,0,7
살인의뢰,2015-03-12,6986456737,855980,646,35244,etc_distributor,2,2714941,crime,5,3,X_rated,3,3
시동,2019-12-18,6876716560,792493,825,34835,major_domestic,0,792493,drama,4,3,PG 15,0,12
뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,6826641500,931342,459,19941,major_domestic,0,661551,animation,6,3,G_rated,2,1
돈 크라이 마미,2012-11-22,6798882099,972962,444,29539,etc_distributor,2,972962,thriller,11,3,PG 15,0,11
평행이론,2010-02-18,6793066000,921111,265,32341,major_domestic,0,921111,thriller,11,2,PG 15,0,2
점쟁이들,2012-10-03,6731202500,953682,479,31577,major_domestic,0,528858,comedy,0,3,PG 15,0,10
전국노래자랑,2013-05-01,6687636000,978413,581,41649,major_domestic,0,955734,comedy,0,3,PG 12,1,5
극장판 헬로카봇 : 백악기 시대,2018-08-01,6589532500,879449,758,16173,major_domestic,0,613839,animation,6,3,G_rated,2,8
좋아해줘,2016-02-17,6572774337,848148,637,27125,major_domestic,0,848148,romance,10,3,PG 12,1,2
레슬러,2018-05-09,6481379657,771141,957,43079,major_domestic,0,771141,drama,4,3,PG 15,0,5
체포왕,2011-05-04,6413325500,870887,407,32545,major_domestic,0,870887,comedy,0,2,PG 15,0,5
손님,2015-07-09,6385937880,828025,634,23404,major_domestic,0,828025,fantasy,3,3,PG 15,0,7
만추,2011-02-17,6313817000,845845,444,25590,major_domestic,0,845845,drama,4,2,PG 15,0,2
상류사회,2018-08-29,6313416163,768442,867,41725,major_domestic,0,768442,drama,4,2,X_rated,3,8
대립군,2017-05-31,6276963402,837500,809,29084,etc_distributor,2,837500,drama,4,3,PG 15,0,5
기술자들,2014-12-24,6241817635,786257,481,18808,major_domestic,0,959726,crime,5,3,PG 15,0,12
물괴,2018-09-12,6106452954,723622,1183,46022,major_domestic,0,925955,action,2,3,PG 15,0,9
레드슈즈,2019-07-25,6103833190,817729,717,20376,major_domestic,0,817729,animation,6,3,G_rated,2,7
스플릿,2016-11-09,6102712539,758195,702,32616,etc_distributor,2,2253073,drama,4,3,PG 15,0,11
열한시,2013-11-28,6097792000,870785,512,32536,major_domestic,0,2137558,thriller,11,3,PG 15,0,11
미쓰백,2018-10-11,6040344066,722182,671,41961,etc_distributor,2,722182,drama,4,3,PG 15,0,10
남쪽으로 튀어,2013-02-06,5970851500,832894,428,23088,major_domestic,0,1294037,drama,4,3,PG 15,0,2
미확인 동영상 : 절대클릭금지,2012-05-30,5939840500,867386,361,25059,major_domestic,0,867386,fear,12,3,PG 15,0,5
카트,2014-11-13,5912676633,812490,544,28547,etc_distributor,2,812490,drama,4,3,PG 12,1,11
뽀로로 극장판 보물섬 대모험,2019-04-25,5886383900,766843,797,20075,major_domestic,0,770293,animation,6,3,G_rated,2,4
관능의 법칙,2014-02-13,5858771500,781516,591,30630,major_domestic,0,879493,drama,4,3,X_rated,3,2
뽀로로 극장판 공룡섬 대모험,2017-12-07,5848888600,773743,803,18226,major_domestic,0,770293,animation,6,3,G_rated,2,12
고死 두 번째 이야기: 교생실습,2010-07-28,5802318000,857038,313,23307,major_domestic,0,857038,fear,12,3,PG 15,0,7
푸른소금,2011-08-31,5739824500,771699,476,28346,major_domestic,0,771699,drama,4,2,PG 15,0,8
화이트: 저주의 멜로디,2011-06-09,5587166000,790954,311,28059,major_domestic,0,561357,fear,12,3,PG 15,0,6
국가대표 2,2016-08-10,5482232042,709929,562,20689,etc_distributor,2,709929,drama,4,3,PG 12,1,8
지푸라기라도 잡고 싶은 짐승들,2020-02-19,5457014750,628977,996,65645,etc_distributor,2,628977,crime,5,3,X_rated,3,2
나는 왕이로소이다,2012-08-08,5455343404,790181,471,21898,major_domestic,0,790181,drama,4,3,PG 12,1,8
반창꼬,2012-12-19,5451422068,745262,381,20840,major_domestic,0,699682,drama,4,2,PG 15,0,12
풍산개,2011-06-23,5395201500,714136,286,19194,major_domestic,0,714136,drama,4,2,X_rated,3,6
주유소 습격사건 2,2010-01-21,5379208500,729834,315,27844,etc_distributor,2,729834,comedy,0,3,PG 15,0,1
더 파이브,2013-11-14,5343797000,731212,501,27308,major_domestic,0,731212,thriller,11,3,X_rated,3,11
상의원,2014-12-24,5293724564,676632,466,13809,major_domestic,0,592272,drama,4,3,PG 15,0,12
통증,2011-09-07,5246996000,700272,317,29211,major_domestic,0,1917958,drama,4,3,PG 15,0,9
널 기다리며,2016-03-10,5234303336,635235,551,33774,major_domestic,0,635235,thriller,11,3,X_rated,3,3
광대들: 풍문조작단,2019-08-21,5228976088,637461,806,29048,major_abroad,1,2773699,drama,4,3,PG 12,1,8
퍼펙트 게임,2011-12-21,5224000500,695312,396,21284,major_domestic,0,1391393,drama,4,3,PG 12,1,12
그날의 분위기,2016-01-14,5149571612,653287,592,27186,major_domestic,0,653287,romance,10,2,PG 15,0,1
나를 찾아줘,2019-11-27,5117014620,645082,875,29475,major_abroad,1,645082,thriller,11,3,PG 15,0,11
미스터 주: 사라진 VIP,2020-01-22,5071671660,603203,692,28187,etc_distributor,2,1174004,comedy,0,3,PG 12,1,1
아빠는 딸,2017-04-12,5054757395,647305,586,33263,etc_distributor,2,647305,comedy,0,2,PG 12,1,4
내 깡패 같은 애인,2010-05-20,5028520000,688639,265,25806,major_domestic,0,2450084,comedy,0,2,PG 15,0,5
신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,5001247250,678091,762,16175,major_domestic,0,678091,animation,6,3,G_rated,2,7
우는 남자,2014-06-04,4924852800,603495,508,22322,major_domestic,0,2347992,action,2,2,X_rated,3,6
사냥,2016-06-29,4912658515,645922,696,28862,major_domestic,0,645922,fear,12,3,X_rated,3,6
침입자,2020-06-04,4810611000,532045,1365,53636,etc_distributor,2,532045,mystery,9,2,PG 15,0,6
고양이: 죽음을 보는 두 개의 눈,2011-07-07,4780502000,672314,304,18972,major_domestic,0,672314,fear,12,3,PG 15,0,7
열정같은소리하고있네,2015-11-25,4758959902,654102,566,30459,major_domestic,0,699682,drama,4,2,PG 15,0,11
특종: 량첸살인기,2015-10-22,4754763118,616481,776,31783,major_domestic,0,1240838,thriller,11,3,PG 15,0,10
황제를 위하여,2014-06-11,4754501771,592435,423,26736,etc_distributor,2,592435,action,2,3,X_rated,3,6
서부전선,2015-09-24,4751661400,609063,509,18935,major_domestic,0,609063,etc,1,2,PG 12,1,9
버닝,2018-05-17,4716771098,528435,739,26514,etc_distributor,2,528435,mystery,9,3,X_rated,3,5
마음이2,2010-07-21,4631432000,696382,262,20458,major_domestic,0,696382,etc,1,3,G_rated,2,7
극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,4579618150,590413,889,20852,major_domestic,0,613839,animation,6,3,G_rated,2,9
양자물리학,2019-09-25,4536436380,554939,799,25296,etc_distributor,2,554939,crime,5,3,PG 15,0,9
플랜맨,2014-01-09,4528561558,632299,458,20459,major_domestic,0,632299,comedy,0,2,PG 15,0,1
국제수사,2020-09-29,4496603760,537470,1074,41108,major_domestic,0,460403,action,2,3,PG 15,0,9
극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,4485953140,575362,752,15827,major_domestic,0,613839,animation,6,2,G_rated,2,1
"그날, 바다",2018-04-12,4446000528,540631,643,30376,etc_distributor,2,540631,etc,1,1,PG 15,0,4
미쓰GO,2012-06-21,4441859000,611685,440,24851,major_domestic,0,611685,comedy,0,3,PG 15,0,6
피에타,2012-09-06,4355592500,603283,326,23106,major_domestic,0,603283,drama,4,2,X_rated,3,9
PMC: 더 벙커,2018-12-26,4320591057,492517,893,23116,major_domestic,0,492517,action,2,2,PG 15,0,12
반가운 살인자,2010-04-08,4285830500,590531,264,29724,major_domestic,0,590531,comedy,0,6,PG 15,0,4
이층의 악당,2010-11-24,4271750500,596851,379,26998,etc_distributor,2,903270,comedy,0,2,PG 15,0,11
퀴즈왕,2010-09-16,4188846000,573001,321,23579,etc_distributor,2,628336,comedy,0,3,PG 15,0,9
마이 웨이,2011-12-21,4181348000,556628,588,22546,major_domestic,0,861204,drama,4,3,PG 15,0,12
몬스터,2014-03-13,4138207515,526557,527,25460,major_domestic,0,845717,action,2,2,PG 12,1,3
헬머니,2015-03-05,4120166972,522929,422,24846,major_domestic,0,522929,comedy,0,3,X_rated,3,3
변산,2018-07-04,4016562273,490519,763,27504,etc_distributor,2,1424759,drama,4,2,PG 15,0,7
파파,2012-02-01,4000072000,587291,414,24767,major_domestic,0,587291,etc,1,3,PG 12,1,2
사이코메트리,2013-03-07,3978495129,534273,429,23487,major_domestic,0,534273,drama,4,3,X_rated,3,3
7년의 밤,2018-03-28,3969337524,528007,872,26804,major_domestic,0,6423698,thriller,11,3,PG 15,0,3
라스트 갓파더,2010-12-29,3953691500,543544,493,8275,major_domestic,0,543544,comedy,0,3,PG 12,1,12
가려진 시간,2016-11-16,3946462400,510878,884,30404,major_domestic,0,510878,drama,4,3,PG 12,1,11
침묵,2017-11-02,3930219264,494097,634,23228,major_domestic,0,494097,drama,4,3,X_rated,3,11
챔프,2011-09-07,3850214500,534752,301,19668,major_domestic,0,4590240,drama,4,3,PG 12,1,9
동네사람들,2018-11-07,3818515112,461693,731,23598,etc_distributor,2,461693,action,2,2,PG 15,0,11
너는 펫,2011-11-10,3810103000,543313,341,24395,major_domestic,0,543313,romance,10,2,PG 12,1,11
해어화,2016-04-13,3768200759,485695,572,32322,major_domestic,0,458502,drama,4,3,PG 15,0,4
순수의 시대,2015-03-05,3740948828,469891,546,23623,major_domestic,0,469891,drama,4,3,X_rated,3,3
마담 뺑덕,2014-10-02,3728980590,471172,536,21636,major_domestic,0,471172,romance,10,3,X_rated,3,10
원더풀 고스트,2018-09-26,3720931600,450374,351,13999,etc_distributor,2,450374,comedy,0,3,PG 12,1,9
이웃사촌,2020-11-25,3647897960,424764,1363,65450,etc_distributor,2,4590240,drama,4,3,PG 12,1,11
카운트다운,2011-09-29,3630557000,471547,341,20958,major_domestic,0,471547,fear,12,3,PG 15,0,9
남자사용설명서,2013-02-14,3606654257,507913,372,17238,major_domestic,0,592272,romance,10,3,PG 15,0,2
계춘할망,2016-05-19,3600794348,482516,526,19644,etc_distributor,2,1662172,drama,4,2,PG 15,0,5
감쪽같은 그녀,2019-12-04,3594862790,469296,761,24843,etc_distributor,2,391624,drama,4,2,G_rated,2,12
위험한 상견례 2,2015-04-29,3575384754,472693,429,18409,major_domestic,0,1135495,romance,10,3,PG 15,0,4
불량남녀,2010-11-04,3562190000,483387,338,24441,major_domestic,0,483387,comedy,0,4,PG 15,0,11
소리도 없이,2020-10-15,3558905900,403424,1084,41127,etc_distributor,2,403424,crime,5,3,PG 15,0,10
소녀괴담,2014-07-02,3554806054,481696,455,19432,etc_distributor,2,481696,drama,4,2,PG 15,0,7
또 하나의 약속,2014-02-06,3533799400,497613,192,14847,etc_distributor,2,1174004,drama,4,3,PG 12,1,2
"로봇, 소리",2016-01-27,3519595560,476665,609,25502,major_domestic,0,476665,drama,4,3,PG 12,1,1
아부의 왕,2012-06-21,3511102500,497880,428,22060,major_domestic,0,497880,comedy,0,3,PG 15,0,6
강철비,2017-12-14,3494678900,438447,602,13598,major_domestic,0,2639183,drama,4,3,PG 15,0,12
조선미녀삼총사,2014-01-29,3471341321,480361,388,14031,major_domestic,0,480361,comedy,0,3,PG 12,1,1
페이스메이커,2012-01-18,3443753000,467697,412,21875,major_domestic,0,467697,drama,4,3,PG 12,1,1
나를 잊지 말아요,2016-01-07,3398915000,425799,559,19138,major_domestic,0,425799,romance,10,2,PG 15,0,1
무서운 이야기 2,2013-06-05,3393667500,495522,337,18509,major_domestic,0,379411,fear,12,3,PG 15,0,6
흥부: 글로 세상을 바꾼 자,2018-02-14,3381050200,416303,627,18671,major_domestic,0,1678389,drama,4,3,PG 12,1,2
"협녀, 칼의 기억",2015-08-13,3360045489,431310,572,16099,major_domestic,0,458502,action,2,3,PG 15,0,8
리얼,2017-06-28,3357312530,470105,970,25139,major_domestic,0,470105,crime,5,1,X_rated,3,6
반드시 잡는다,2017-11-29,3326439772,446780,565,24559,major_domestic,0,959726,thriller,11,2,PG 15,0,11
친정엄마,2010-04-22,3321091000,472009,275,24994,etc_distributor,2,472009,drama,4,2,G_rated,2,4
원라인,2017-03-29,3319035433,435048,613,20788,major_domestic,0,435048,crime,5,3,PG 15,0,3
캐치미,2013-12-18,3293262500,480434,517,16151,major_domestic,0,480434,comedy,0,2,PG 12,1,12
넛잡: 땅콩 도둑들,2014-01-29,3283691800,478993,382,10817,etc_distributor,2,478993,animation,6,3,G_rated,2,1
모비딕,2011-06-09,3264596000,430936,377,19894,major_domestic,0,896785,drama,4,3,PG 15,0,6
무뢰한,2015-05-27,3262207431,414641,482,23660,etc_distributor,2,414641,romance,10,3,X_rated,3,5
식객2 : 김치전쟁,2010-01-28,3243969500,462714,347,22753,major_domestic,0,462714,drama,4,3,G_rated,2,1
좋은 친구들,2014-07-10,3222101031,407228,371,17831,major_domestic,0,407228,crime,5,3,X_rated,3,7
터닝메카드W: 블랙미러의 부활,2017-01-18,3215588500,429933,570,14146,etc_distributor,2,429933,animation,6,3,G_rated,2,1
창수,2013-11-28,3146542000,429141,415,19471,etc_distributor,2,429141,etc,1,3,X_rated,3,11
조선마술사,2015-12-30,3143566733,403919,608,13708,major_domestic,0,1520119,drama,4,2,PG 12,1,12
극장판 공룡메카드: 타이니소어의 섬,2019-01-10,3140220420,410132,763,15121,major_domestic,0,613839,animation,6,3,G_rated,2,1
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,3129974000,102008,106,4771,etc_distributor,2,102008,etc,1,1,G_rated,2,9
넛잡 2,2017-10-03,3069388100,411787,526,10449,major_domestic,0,411787,animation,6,3,G_rated,2,10
신이 보낸 사람,2014-02-13,3068195600,424258,285,12684,etc_distributor,2,424258,drama,4,1,PG 15,0,2
사랑이 무서워,2011-03-10,3020062500,402876,290,21341,major_domestic,0,402876,romance,10,2,PG 15,0,3
노브레싱,2013-10-30,2991824739,451669,584,24912,etc_distributor,2,451669,drama,4,3,PG 15,0,10
보통사람,2017-03-23,2956397623,383336,621,19928,etc_distributor,2,460403,drama,4,2,PG 15,0,3
두 개의 달,2012-07-12,2949348748,426706,347,16810,major_domestic,0,426706,mystery,9,3,PG 15,0,7
티끌모아 로맨스,2011-11-10,2941601500,423915,323,19288,etc_distributor,2,423915,romance,10,2,PG 15,0,11
점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,2941541400,375312,672,6495,major_domestic,0,713082,animation,6,3,G_rated,2,12
나의 독재자,2014-10-30,2906674546,385932,654,24217,major_domestic,0,1174169,drama,4,2,PG 15,0,10
브링 더 소울 : 더 무비,2019-08-07,2902500310,336074,569,10199,major_abroad,1,260925,etc,1,3,G_rated,2,8
뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,2902090600,391760,544,10893,major_domestic,0,661551,animation,6,3,G_rated,2,12
소수의견,2015-06-24,2892681205,383582,398,16273,etc_distributor,2,383582,drama,4,3,PG 15,0,6
대장 김창수,2017-10-19,2879121115,381483,748,21744,etc_distributor,2,1873097,drama,4,2,PG 12,1,10
늑대소년-확장판,2012-12-06,2868180500,414064,278,11436,major_domestic,0,2833113,romance,10,2,PG 15,0,12
내 심장을 쏴라,2015-01-28,2856859132,387409,452,20042,etc_distributor,2,387409,drama,4,2,PG 15,0,1
석조저택 살인사건,2017-05-09,2829106886,353517,539,17925,etc_distributor,2,353517,thriller,11,3,PG 15,0,5
오! 문희,2020-09-02,2802734600,351730,1110,52239,etc_distributor,2,8982706,comedy,0,2,PG 12,1,9
하이힐,2014-06-03,2750311500,341634,385,16750,major_domestic,0,628336,etc,1,3,X_rated,3,6
경성학교: 사라진 소녀들,2015-06-18,2749609100,356415,489,18520,major_domestic,0,2710049,mystery,9,3,PG 15,0,6
커플즈,2011-11-02,2705566500,360045,387,19564,etc_distributor,2,686134,comedy,0,3,PG 15,0,11
번 더 스테이지: 더 무비,2018-11-15,2671391900,315010,243,4714,major_abroad,1,260925,etc,1,3,G_rated,2,11
치외법권,2015-08-27,2664941005,346483,446,15297,etc_distributor,2,346483,action,2,2,PG 15,0,8
극적인 하룻밤,2015-12-03,2610567429,320884,434,18332,etc_distributor,2,320884,romance,10,3,X_rated,3,12
허스토리,2018-06-27,2521025949,336822,696,20406,major_domestic,0,1590719,drama,4,2,PG 12,1,6
미성년,2019-04-11,2494615950,293352,673,27314,major_domestic,0,293352,drama,4,3,PG 15,0,4
무서운 이야기,2012-07-25,2452368566,331760,274,10268,major_domestic,0,561357,fear,12,3,PG 15,0,7
위대한 소원,2016-04-21,2440004213,308398,524,22769,major_domestic,0,297725,comedy,0,3,PG 15,0,4
레드카펫,2014-10-23,2405669580,316953,385,17696,etc_distributor,2,316953,romance,10,2,PG 15,0,10
덕구,2018-04-05,2389041700,315663,544,19006,etc_distributor,2,315663,drama,4,2,G_rated,2,4
맨발의 꿈,2010-06-24,2372787500,331945,332,17790,major_domestic,0,2060633,drama,4,2,G_rated,2,6
남영동1985,2012-11-22,2358477601,332597,310,15679,etc_distributor,2,2087528,drama,4,2,PG 15,0,11
기방도령,2019-07-10,2330230190,287053,625,16652,etc_distributor,2,297725,comedy,0,3,PG 15,0,7
마이 블랙 미니드레스,2011-03-24,2318884500,313953,325,20166,major_domestic,0,391624,drama,4,3,PG 15,0,3
배심원들,2019-05-15,2306806090,288579,784,20271,etc_distributor,2,288579,drama,4,2,PG 12,1,5
세상에서 가장 아름다운 이별,2011-04-20,2296840000,316990,340,17456,major_domestic,0,1590719,drama,4,3,PG 15,0,4
혼숨,2016-10-26,2258422445,288016,498,14510,etc_distributor,2,288016,fear,12,2,PG 15,0,10
악질경찰,2019-03-20,2256615278,262233,833,22785,major_abroad,1,2347992,drama,4,3,X_rated,3,3
음치 클리닉,2012-11-29,2248238000,338168,360,16243,major_domestic,0,1135495,romance,10,2,PG 12,1,11
미나문방구,2013-05-16,2247017000,334323,385,16653,major_domestic,0,334323,drama,4,2,G_rated,2,5
도리화가,2015-11-25,2246950339,317505,563,19168,major_domestic,0,955734,drama,4,3,PG 12,1,11
대한민국 1%,2010-05-05,2244690500,440372,286,20352,major_domestic,0,440372,drama,4,3,PG 12,1,5
내가 죽던 날,2020-11-12,2135396020,233112,909,29390,major_abroad,1,233112,drama,4,3,PG 12,1,11
기묘한 가족,2019-02-13,2121514275,263598,625,15314,etc_distributor,2,263598,comedy,0,3,PG 12,1,2
다이노 타임,2015-04-30,2108596800,284900,430,6713,major_domestic,0,284900,animation,6,3,G_rated,2,4
함정,2015-09-10,2090877200,257990,445,10899,etc_distributor,2,257990,thriller,11,3,X_rated,3,9
개를 훔치는 완벽한 방법,2014-12-31,2019629065,263300,199,8008,etc_distributor,2,379411,drama,4,3,G_rated,2,12
롤러코스터,2013-10-17,1913087600,270148,374,14726,major_domestic,0,612913,comedy,0,2,PG 15,0,10
밤의 여왕,2013-10-17,1762892500,252475,333,13286,etc_distributor,2,252475,romance,10,2,PG 15,0,10
신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,1757416340,222234,539,8629,major_domestic,0,222234,animation,6,3,G_rated,2,12
적과의 동침,2011-04-27,1740340000,243094,391,14069,major_domestic,0,243094,thriller,11,2,X_rated,3,4
조제,2020-12-10,1673427570,186647,1179,38291,major_abroad,1,186647,animation,6,2,PG 12,1,12
사라진 시간,2020-06-18,1652522580,185802,874,20790,etc_distributor,2,185802,mystery,9,3,PG 15,0,6
마마,2011-06-01,1642407500,243209,269,12667,major_domestic,0,243209,drama,4,3,PG 15,0,6
검객,2020-09-23,1619781870,190237,832,21595,etc_distributor,2,190237,action,2,3,PG 15,0,9
기생충,2019-05-30,1576539450,227870,456,13536,major_domestic,0,4788931,drama,4,3,PG 15,0,5
"울지마, 톤즈",2010-09-09,1439624500,260998,73,8039,etc_distributor,2,260998,etc,1,2,G_rated,2,9
미스터트롯: 더 무비,2020-10-22,1288696100,150090,449,15980,etc_distributor,2,150090,etc,1,3,G_rated,2,10
브레이크 더 사일런스: 더 무비,2020-09-24,1160249000,131693,205,10604,etc_distributor,2,260925,etc,1,3,G_rated,2,9
디바,2020-09-23,901717350,108122,831,18923,etc_distributor,2,108122,thriller,11,2,PG 15,0,9
기기괴괴 성형수,2020-09-09,873204560,103426,276,13517,etc_distributor,2,103426,fear,12,3,PG 15,0,9
죽지않는 인간들의 밤,2020-09-29,852639440,104034,570,12667,etc_distributor,2,528858,comedy,0,3,PG 15,0,9
저 산 너머,2020-04-30,772685300,103534,468,13037,etc_distributor,2,103534,drama,4,3,PG 12,1,4
소리꾼,2020-07-01,670872680,82600,573,13997,etc_distributor,2,1834886,drama,4,3,PG 12,1,7
극장판 미니특공대: 공룡왕 디노,2020-02-06,620860720,79772,485,6333,etc_distributor,2,79772,animation,6,3,G_rated,2,2
호텔 레이크,2020-04-29,598748200,71324,465,9682,etc_distributor,2,71324,fear,12,3,PG 15,0,4
